utterance_id,speaker_id,utterance,gender,utterance_corrected
a44c5b694e,357e6,මේ මස 15 වැනි දා රද්දොළුගම ශ්‍රී බෝධිමළුවේ දී,f,මේ මස පහළොස්වෙනි දා රද්දොළුගම ශ්‍රී බෝධිමළුවේ දී
a4cf43f007,3d532,මිහින්තලයද එසේම අඩි 350ක් උස,f,මිහින්තලය ද එසේම අඩි තුන්සිය පනහක් උස
a4e64d22df,a742b,මීළඟ පෝය මැයි මස 06 වන දා බ්‍රහස්පතින්දා ය,m,මීළඟ පෝය මැයි මස හයවන දා බ්‍රහස්පතින්දා ය
a55650bc02,dca20,අපරභාග 0138 දක්වා පෝය පවතී,m,අපරභාග එකයි තිස් අට දක්වා පෝය පවතී
a656c41d2c,08a49,වර්ෂ 1933 දී ආරම්භ කළ,f,වර්ෂ එක්දාස් නමසිය තිස් තුනේ දී ආරම්භ කළ
a7870835dd,3dd78,දැනට වර්ෂ 13 කට පමණ පෙර,m,දැනට වර්ෂ දහ තුනකට පමණ පෙර
a84ebcc1ac,e6e7b,පැය 4 ක් පාගමනින් ගොස්,f,පැය හතරක් පාගමනින් ගොස්
a84f93cb73,f8790,මාර්තු 01 සෙනසුරාදා,m,මාර්තු පළවෙනි සෙනසුරාදා
a8a71fe1a8,c696a,ඉකුත් 01 වැනි දා සිට 08 වැනි දා දක්වා පැවැත්වේ,m,ඉකුත් පළවෙනි දා සිට අටවෙනි දා දක්වා පැවැත්වේ
a9950ac7a6,6b5e6,2003 දී ඒවා නිම කළහ,m,දෙදාස් තුනේ දී ඒවා නිම කළහ
a9e340b2d0,b796c,අඩි 60 ක උසකින් සමන්විත වන අතර,m,අඩි හැටක උසකින් සමන්විත වෙන අතර
aa521ea4f6,2e076,මීට අවුරුදු 2601 ට කලින් දිව්‍ය ලෝක තිබුණා,f,මීට අවුරුදු දෙදාස් හයසිය එකට කලින් දිව්‍ය ලෝක තිබුණා
aaf763e4cc,f32c3,මෙසේ කාමාවචර සිත් 54 බෙදී යන ආකාරය දැක්විය හැකි ය,f,මෙසේ කාමාවචර සිත් පනස් හතර බෙදී යන ආකාරය දැක්විය හැකි ය
ab4a349a92,8957e,වර්තමාන ස්තූපයේ උස අඩි 192 කි,m,වර්තමාන ස්තූපයේ උස අඩි එකසිය අනූ දෙකකි
ac021a8ce9,72b54,අප්‍රේල් මාසයේ 13 හෝ 14,f,අප්‍රේල් මාසයේ දහ තුන හෝ දාහතර
ac073c2d03,c11e1,10 සූත්‍රයේ දක්වන්නේ මෙසේ ය,f,දහය සූත්‍රයේ දක්වන්නේ මෙසේ ය
ac723f64d0,29f4f,පැන නගින ඇතැම් ගැටලු 100 ක් පිළිබඳව,f,පැන නගින ඇතැම් ගැටලු සීයක් පිළිබඳව
ac73231c42,84048,එතුමන් වර්ෂ 1930 දී,m,එතුමන් වර්ෂ එක්දාස් නමසිය තිහේ දී
ace1f654fa,f0098,ඇතිවන මරණය 4,m,ඇතිවන මරණය හතර
ae6325a8f6,ec9a8,ජුනි මස 04 වැනි දින,f,ජුනි මස හතරවැනි දින
ae83fedf98,d2f72,මාර්තු 19 වන දා සෙනසුරාදා,m,මාර්තු දහ නමවන දා සෙනසුරාදා
af40528fb2,94b34,මීළඟ පෝය ඔක්තෝබර් මස 18 වෙනිදා සිකුරාදා ය,f,මීළඟ පෝය ඔක්තෝබර් මස දහ අටවෙනි දා සිකුරාදා ය
afdf5d7e9b,23c9f,02දේශපාලන අංශය 03,m,දෙක දේශපාලන අංශය තුන
b073306edf,3489d,1960 දශකයේ සිට පවත්වාගෙන එනු ලබන,m,එක්දාස් නමසිය හැටේ දශකයේ සිට පවත්වාගෙන එනු ලබන
b13b27274d,72f9d,මාර්තු 15 වන දා,m,මාර්තු පහළව වන දා
b1fba92490,4f068,උපාසිකා 18 බුදු සමයේ සඳහන්,f,උපාසිකා දහ අට බුදු සමයේ සඳහන්
b20f8cb593,03b7a,ඉතාමත් කුඩා ඇමුණුම් 2කිනි,m,ඉතාමත් කුඩා ඇමුණුම් දෙකකිනි
b27be9a58f,5a51f,මාර්තු 15 වනදා සඳුදා පූර්ව භාග 1231 ට ලබයි,f,මාර්තු පහළව වන දා සඳුදා පූර්වභාග දොළහයි තිස් එකට ලබයි
b285bc2a81,d4430,පූර්ව භාග 0337 ට ලබයි,m,පූර්වභාග තුනයි තිස් හතට ලබයි
b3386f5687,d2f72,වර්ෂ 1933 දී ආරම්භ කළ,m,වර්ෂ එක්දාස් නමසිය තිස් තුනේ දී ආරම්භ කළ
b37f623ca9,67c8b,මීළඟ පෝය සැප්තැම්බර් 26 වන දා සෙනසුරාදා ය,f,මීළඟ පෝය සැප්තැම්බර් විසි හයවන දා සෙනසුරාදා ය
b728a1092b,d4430,අවුරුදු 18 ක් බව නිකාය සංග්‍රහයේ සඳහන් වේ,m,අවුරුදු දහ අටක් බව නිකාය සංග්‍රහයේ සඳහන් වේ
b79197721f,346c1,එනම් 01අධ්‍යාපන අංශය,f,එනම් එක අධ්‍යාපන අංශය
b7df1512a4,a3fac,එනම් 01අධ්‍යාපන අංශය,f,එනම් එක අධ්‍යාපන අංශය
b96278dc6c,3a747,සෙනසුරාදා පූර්ව භාග 0607 ට ලබයි,f,සෙනසුරාදා පූර්වභාග හයයි හතට ලබයි
b983551aec,5b275,අපර භාග 626 ට ලබයි,f,අපරභාග හයයි විසි හයට ලබයි
b9e2805c6e,cd0b3,මේ චෛත්‍යය මුලදී අඩි 200 ක් උසට තිබී ඇත,m,මේ චෛත්‍යය මුලදී අඩි දෙසීයක් උසට තිබී ඇත
ba215ed59a,791e8,මී ළඟ පෝය ජනවාරි 14 වන දා බ්‍රහස්පතින්දා ය,f,මීළඟ පෝය ජනවාරි දාහතරවන දා බ්‍රහස්පතින්දා ය
ba2c100207,df981,ලෝකෝත්තර මාර්ග සිත් 04 යි,m,ලෝකෝත්තර මාර්ග සිත් හතරයි
ba54c5d473,bced5,පෝදා පෙරවරු 500 ට,m,පෝදා පෙරවරු පහට
bb07298eca,7f4b1,අක්කර 8 ක පමණ භූමි ප්‍රමාණයක් වසා,f,අක්කර අටක පමණ භූමි ප්‍රමාණයක් වසා
bb8afb33be,0eea5,මීළඟ පෝය සැප්තැම්බර් 08 වැනිදා සෙනසුරාදා ය,f,මීළඟ පෝය සැප්තැම්බර් අටවැනි දා සෙනසුරාදා ය
bbe223bcf6,d6ab0,මීළඟ පෝය දෙසැම්බර් 06 වැනි දා බ්‍රහස්පතින්දා ය,f,මීළඟ පෝය දෙසැම්බර් හයවැනි දා බ්‍රහස්පතින්දා ය
bbf1c8ab8c,b06d1,සැප්තැම්බර් මස 22 වැනි දා සෙනසුරාදා,m,සැප්තැම්බර් මස විසි දෙවැනි දා සෙනසුරාදා
bc3e0a24c6,357e6,කාණ්ඩ 20ක් විස්තර විවරණ සහිතව,f,කාණ්ඩ විස්සක් විස්තර විවරණ සහිතව
bc7445540f,73ec9,ඒවා වර්ග 26 කට ගොනු,f,ඒවා වර්ග විසි හයකට ගොනු
bf1f82ee82,d23af,පූර්ව භාග 0150 ට ලබයි,m,පූර්වභාග එකයි පනහට ලබයි
bf4a5c8eaa,237ce,මෙම පදනම බිහිවූයේ 1994 ජනවාරි 12 වැනිදා ය,f,මෙම පදනම බිහිවූයේ එක්දාස් නමසිය අනූ හතරේ ජනවාරි දොළොස්වැනි දා ය
c02b037125,4e81e,මේ මස 15 වැනි දා රද්දොළුගම ශ්‍රී බෝධිමළුවේ දී,f,මේ මස පහළොස්වැනි දා රද්දොළුගම ශ්‍රී බෝධිමළුවේ දී
c0628b12f9,2d52b,නාමමාත්‍රික වශයෙන් හෝ 1948 වසරේදි අප වෙත ලබා දීමයි,f,නාමමාත්‍රික වශයෙන් හෝ එක්දාස් නමසිය හතළිස් අට වසරේ දී අප වෙත ලබා දීමයි
c0b78bcb80,501f8,අපර භාග 626 ට ලබයි,f,අපර භාග හයයි විසි අටට ලබයි
c0c9725c50,95589,ධර්මාශෝක රජතුමා ඔටුනු පැළඳීමෙන් 18 වන වර්ෂයෙහිදී,m,ධර්මාශෝක රජතුමා ඔටුනු පැළඳීමෙන් දහ අටවන වර්ෂයේ දී
c20d708102,f71ec,මාර්තු 15 වන දා,f,මාර්තු පහළොස්වෙනි දා
c29e14f263,45f15,මාර්තු මස 30 වැනි දා,f,මාර්තු මස තිස්වෙනි දා
c2ffd920a3,c6a4f,මීළඟ පෝය දෙසැම්බර් 06 වැනි දා බ්‍රහස්පතින්දා ය,f,මීළඟ පෝය දෙසැම්බර් හයවෙනි දා බ්‍රහස්පතින්දා ය
c33092a387,df38e,15 වන සියවසේ මධ්‍ය භාගයේදී රජකළ,f,පහළොස්වන සියවසේ මධ්‍ය භාගයේ දී රජකළ
c34740a8d9,d7784,පසුගිය 22 දා වීථි සංචාරය කෙරිණි,f,පසුගිය විසි දෙවෙනි දා වීදි සංචාරය කෙරිණි
c3f0c4e5e7,c34c2,ජුනි 10 වන දා අඟහරුවාදා පූර්ව භාග 825 ට ලබයි,m,ජුනි දහවන දා අඟහරුවාදා පූර්වභාග අටයි විසි පහට ලබයි
c4d6c7cd91,2d52b,එම සූත්‍ර 186 ම,f,එම සූත්‍ර එකසිය අසූ හයම
c572166bdf,88a58,අක්කර 8 ක පමණ භූමි ප්‍රමාණයක් වසා,f,අක්කර අටක පමණ භූමි ප්‍රමාණයක් වසා
c6b3a1395d,e35a8,එවන් ගාථා 423 ක්,f,එවන් ගාථා හාරසිය විසි තුනක්
c7b1d9a938,6fa50,අවුරුදු 18 ක් බව නිකාය සංග්‍රහයේ සඳහන් වේ,f,අවුරුදු දහ අටක් බව නිකාය සංග්‍රහයේ සඳහන් වේ
c8119e68fb,284b7,මීළඟ පෝය පෙබරවාරි 24 වන දා බ්‍රහස්පතින්දාය,m,මීළඟ පෝය පෙබරවාරි විසි හතරවන දා බ්‍රහස්පතින්දා ය
c88abcaebf,0a38f,ආවාස කුටි 60 ක් ඉදි විය,f,ආවාස කුටි හැටක් ඉදි විය
c8a0b934e1,a13a8,මෙවැනි මනෝභාවයන් 44 ක් සඳහන් වේ,m,මෙවැනි මනෝභාවයන් හතළිස් හතරක් සඳහන් වේ
caa562b0d8,e0b70,මීළඟ පෝය ඔක්තෝබර් මස 18 වෙනිදා සිකුරාදා ය,f,මීළඟ පෝය ඔක්තෝබර් මස දහ අටවෙනි දා සිකුරාදා ය
cab8f91ce8,8f885,මීළඟ පෝය ඔක්තෝබර් 07 වන දා බ්‍රහස්පතින්දාය,m,මීළඟ පෝය ඔක්තෝබර් හත්වන දා බ්‍රහස්පතින්දා ය
caeebb5662,3062b,මීට වසර 34 ට ඉහත දී,m,මීට වසර තිස් හතරට ඉහත දී
cb5997c0e7,a4fcc,නොවැම්බර් මස 02 වන දිනට යෙදී ඇත,m,නොවැම්බර් මස දෙවන දිනට යෙදී ඇත
cd4fb0a571,c696a,ලෝකෝත්තර මාර්ග සිත් 04 යි,m,ලෝකෝත්තර මාර්ග සිත් හතරයි
cdda3c7ba0,7ba10,අපර භාග 0753 දක්වා පෝය පවතී,m,අපරභාග හතයි පනස් තුන දක්වා පෝය පවතී
ce6c3ce40d,0eea5,මීළඟ පෝය සැප්තැම්බර් 27 වෙනිදා සිකුරාදාය,f,මීළඟ පෝය සැප්තැම්බර් විසි හත්වෙනි දා සිකුරාදා ය
cf19abf8f3,8eb5c,සියවස් 5 කට පසුව,m,සියවස් පහකට පසුව
d12b689a34,9094b,බුද්ධත්වයෙන් වසර 5 කට පසුව,f,බුද්ධත්වයෙන් වසර පහකට පසුව
d17a947a3d,6064f,පැවිද්දන්ට සිල්වත් උතුමන්ට දන් නොදී දෝෂාරෝපණය කිරීම නිසා තැවීමට සිදුවීම 10,f,පැවිද්දන්ට සිල්වත් උතුමන්ට දන් නොදී දෝෂාරෝපණය කිරීම නිසා තැවීමට සිදුවීම දහය
d1e1e69223,ed3e5,මාර්තු මස 23 වැනිදා,m,මාර්තු මස විසි තුන්වෙනි දා
d27179e3bc,8b124,මූලික වන කාරණා 4 නම්,f,මූලික වන කාරණා හතර නම්
d37e0c190f,f3aed,මාර්තු මස 19 වැනි දා,m,මාර්තු මස දහ නමවෙනි දා
d42a030328,ee9b8,පැන නගින ඇතැම් ගැටලු 100 ක් පිළිබඳව,m,පැන නගින ඇතැම් ගැටලු සීයක් පිළිබඳව
d52a146e3b,13abb,මේ චෛත්‍යය මුලදී අඩි 200 ක් උසට තිබී ඇත,f,මේ චෛත්‍යය මුලදී අඩි දෙසීයක් උසට තිබී ඇත
d536d805ce,2a845,මෙවැනි මනෝභාවයන් 44 ක් සඳහන් වේ,m,මෙවැනි මනෝභාවයන් හතළිස් හතරක් සඳහන් වේ
d690f3e813,7424f,එතුමන් වර්ෂ 1930 දී,m,එතුමන් වර්ෂ එක්දාස් නමසිය තිහේ දී
d6b1531701,73ec9,පසුගිය 22 දා වීථි සංචාරය කෙරිණි,f,පසුගිය විසි දෙවෙනි දා වීදි සංචාරය කෙරිණි
d6b490c289,df981,පූර්ව භාග 0337 ට ලබයි,m,පූර්වභාග තුනයි තිස් හතට ලබයි
d923937df0,5a51f,සිහිපත් කරනවා නම් 1,f,සිහිපත් කරනවා නම් එක
da17dd37b7,f40d9,උසින් අඩි 44 ක් පමණ වන ඡුක්ඛන්දී ස්ථූපය,m,උසින් අඩි හතළිස් හතරක් පමණ වන ඡුක්ඛන්දී ස්ථූපය
dba3df55d3,40953,1818 දී උඩරට කැරැල්ල හට ගැනීමයි,m,එක්දාස් අටසිය දහ අටේ දී උඩරට කැරැල්ල හට ගැනීමයි
dbda70ab2d,92649,ශිලාලිපි 1276 ක එකතුවක් පළකර ඇත,f,ශිලාලිපි එක්දාස් දෙසිය හැත්ත හයක එකතුවක් පළකර ඇත
dc19b4a2c1,8c558,2011 වසරේදී මුදා හැර ඇති,f,දෙදාස් එකොළහ වසරේ දී මුදා හැර ඇති
de80974e2a,4801b,වයස අවුරුදු 20 සපිරුණු පසු,f,වයස අවුරුදු විස්ස සපිරුණු පසු
e0ed27e316,237ce,වට දා ගෙයට වඩා වසර 800 ක් පමණ පැරැණි බව පැවැසෙයි,f,වට දා ගෙයට වඩා වසර අටසීයක් පමණ පැරැණි බව පැවැසෙයි
e1920d21ea,6fa50,මීළඟ පෝය දෙසැම්බර් මස 27 වැනිදා බ්‍රහස්පතින්දා ය,f,මීළඟ පෝය දෙසැම්බර් මස විසි හත වැනි දා බ්‍රහස්පතින්දා ය
e258d797bf,db538,එදිනම අපර භාග 1053 දක්වා,f,එදිනම අපරභාග දහයයි පනස් තුන දක්වා
e283eb941c,c4922,විනාඩි 5 සිට පැය දක්වා දිවෙන බව,m,විනාඩි පහ සිට පැය දක්වා දිවෙන බව
e35dbb3c4d,7374d,දැනට වර්ෂ 13 කට පමණ පෙර,f,දැනට වර්ෂ දහ තුනකට පමණ පෙර
e3af3da1f1,6064f,විදුලි බල්බ 30000 කින් සමන්විත වේ,f,විදුලි බල්බ තිස්දාහකින් සමන්විත වේ
e50a678e75,2e800,මීළඟ පෝය මැයි මස 06 වන දා බ්‍රහස්පතින්දා ය,f,මීළඟ පෝය මැයි මස හයවන දා බ්‍රහස්පතින්දා ය
e5c9c5abf6,1afa7,බුද්ධ වර්ෂ 385 දී පමණ ය,m,බුද්ධ වර්ෂ තුන්සිය අසූ පහේ දී පමණ ය
e74bc1aff3,c8454,මාර්තු 01 සෙනසුරාදා,f,මාර්තු එක සෙනසුරාදා
e77c5534ae,f3204,එම බත කොටස් 3 කට බෙදී,f,එම බත කොටස් තුනකට බෙදී
e7d3758d51,78366,අසූමහා ශ්‍රාවක නාම ලේඛනයේ දී 8 වන ස්ථානයට සඳහන් ය,m,අසූමහා ශ්‍රාවක නාම ලේඛනයේ දී අටවන ස්ථානයට සඳහන් ය
e8301c3c9d,462e8,මත 4 ක් පවතී,f,මත හතරක් පවතී
e9a35cc3b2,39cc4,සම්පත් 04 ක් ගැන කියැවේ,f,සම්පත් හතරක් ගැන කියවේ
e9fb605196,8f885,මෙය 2013 අගෝස්තු මාසයේ සාදා ඇති නිර්මාණයක් බැවින්,m,මෙය දෙදාස් දහ තුනේ අගෝස්තු මාසයේ සාදා ඇති නිර්මාණයක් බැවින්
ea1eff5d11,3eb66,ඇතිවන මරණය 4,f,ඇතිවන මරණය හතර
ea37fceffb,1db0f,සුදුසු පර්යාය පදයක් වන්නේ 1,f,සුදුසු පර්යාය පදයක් වන්නේ එක
eb470c80ad,ffa9f,රචනා කරන ලද්දේ 1928 දී ය,f,රචනා කරන ලද්දේ එක්දාස් නමසිය විසි අටේ දී ය
ebb60c6b7c,fb100,එතුමන් වර්ෂ 1930 දී,f,එතුමන් වර්ෂ එක්දාස් නමසිය තිහේ දී
ec7601c1fd,55c20,සියවස් 5 කට පසුව,m,සියවස් පහකට පසුව
ed296cef4d,227d7,සළකනු ලබන්නේ 1,f,සළකනු ලබන්නේ එක
ed61c48ea7,babec,වසර 12 ක් පමණ ඉතා නිරෝගීව,m,වසර දොළහක් පමණ ඉතා නිරෝගීව
edcf485af0,be341,අයවර්ෂ 136 ආෂාඪ මාසයේ,m,අයවර්ෂ එකසිය තිස් හය ආෂාඪ මාසයේ
ee0a100211,0a2fe,බිලියන 2 කට අධික,m,බිලියන දෙකකට අධික
ef0adedca0,af4ca,ජුනි මස 6 වන දා සෙනසුරාදා අපර භාග 958 ට ලබයි,f,ජුනි මස හයවෙනි දා සෙනසුරාදා අපරභාග නමයයි පනස් අටට ලබයි
ef22cdb2b8,08a49,එනම් වර්ෂ 1890 දී,f,එනම් වර්ෂ එක්දාස් අටසිය අනූවේ දී
f2f30cf85d,2b212,පැවිද්දන්ට සිල්වත් උතුමන්ට දන් නොදී දෝෂාරෝපණය කිරීම නිසා තැවීමට සිදුවීම 10,f,පැවිද්දන්ට සිල්වත් උතුමන්ට දන් නොදී දෝෂාරෝපණය කිරීම නිසා තැවීමට සිදුවීම දහය
f5a9164c3c,3a747,මීළඟ පෝය සැප්තැම්බර් 19 වැනි දා බ්‍රහස්පතින්දාය,f,මීළඟ පෝය සැප්තැම්බර් දහ නමවැනි දා බ්‍රහස්පතින්දා ය
f5a918322c,6054f,ජුනි 10 වන දා අඟහරුවාදා පූර්ව භාග 825 ට ලබයි,f,ජුනි දහවන දා අඟහරුවාදා පූර්වභාග අටයි විසි පහට ලබයි
f5f19ed6f2,39cc4,2012 වසර වන විට,f,දෙදාස් දොළහ වසර වන විට
f661f40fed,babec,මීළඟ පෝය අගෝස්තු මස 06 වැනිදා අඟහරුවාදාය,m,මීළඟ පෝය අගෝස්තු මස හයවැනි දා අඟහරුවාදා ය
f6739aaeb6,f200a,1943 ජනවාරි 26 වෙනි දින මෙලොව එළිය ලැබීය,m,එක්දහස් නමසිය හතළිස් තුන ජනවාරි විසි හයවෙනි දින මෙලොව එළිය ලැබීය
f68bcc1bc3,f12ba,පෙරහර 12 ක් ගමන් කිරීමෙන් පසුවයි,f,පෙරහර දොළහක් ගමන් කිරීමෙන් පසුවයි
f9a1c0764f,f2ef0,පවතින කුණප කොටස් 32 පිළිබඳව,f,පවතින කුණප කොටස් තිස් දෙක පිළිබඳව
fa1fa33859,e6e7b,රාත්‍රී 830 ට පමණ සුරප්පට්ටුව වාදනය කෙරෙයි,f,රාත්‍රී අටයි තිහට පමණ සුරප්පට්ටුව වාදනය කෙරෙයි
faead7b48b,1b014,ඉතාමත් කුඩා ඇමුණුම් 2කිනි,m,ඉතාමත් කුඩා ඇමුණුම් දෙකකිනි
ff1c0044ba,574a5,1964 අගෝස්තු 9 වැනිදා,m,එක්දාස් නමසිය හැට හතරේ අගෝස්තු නමවැනි දා